theta_over_pi,exact,L_4,L_8,L_16,L_32
0.6377295492487479,-0.0319582805286962,-0.0336868411961893,-0.0317219044309845,-0.0319588398745315,-0.0319582805303862
0.6393989983305509,-0.031828852534709,-0.0334423999623223,-0.0315898580841824,-0.0318294064746855,-0.0318288525361289
0.6410684474123539,-0.0317006100829296,-0.033198014048465,-0.0314595554677075,-0.0317011540999282,-0.0317006100840364
0.6427378964941569,-0.0315735421707364,-0.0329537530909684,-0.0313309899874053,-0.0315740718298177,-0.0315735421714966
0.6444073455759599,-0.0314476379259212,-0.0327096874165051,-0.0312041539205732,-0.0314481489100321,-0.0314476379263118
0.6460767946577629,-0.0313228866050924,-0.0324658879917758,-0.0310790384087575,-0.0313233747498087,-0.0313228866051017
0.6477462437395659,-0.0311992775920992,-0.032222426373109,-0.0309556334532754,-0.0311997389191286,-0.0311992775917269
0.6494156928213689,-0.0310768003964762,-0.0319793746559778,-0.0308339279134649,-0.0310772311456558,-0.0310768003957336
0.6510851419031719,-0.0309554446519088,-0.0317368054244612,-0.0307139095076563,-0.0309558413114427,-0.0309554446508184
0.6527545909849749,-0.0308352001147187,-0.0314947917006735,-0.0305955648168572,-0.0308355594494167,-0.0308352001133135
0.6544240400667779,-0.0307160566623691,-0.0312534068941894,-0.0304788792911345,-0.0307163757396627,-0.0307160566606917
0.6560934891485809,-0.0305980042919903,-0.0310127247514873,-0.0303638372586726,-0.0305982805055193,-0.0305980042900915
0.6577629382303839,-0.0304810331189243,-0.0307728193054395,-0.0302504219374828,-0.0304812642095085,-0.0304810331168616
0.6594323873121869,-0.0303651333752886,-0.030533764824871,-0.0301386154497302,-0.0303653174491173,-0.0303651333731244
0.66110183639399,-0.030250295408559,-0.0302956357642146,-0.0300283988386439,-0.0302504309524557,-0.030250295406359
0.662771285475793,-0.0301365096801719,-0.0300585067132861,-0.0299197520879661,-0.0301365955738126,-0.0301365096780026
0.664440734557596,-0.0300237667641439,-0.0298224523472044,-0.0298126541438954,-0.0300238022891327,-0.0300237667620711
0.666110183639399,-0.0299120573457109,-0.0295875473764813,-0.02970708293947,-0.0299120421914413,-0.0299120573437975
0.667779632721202,-0.0298013722199842,-0.0293538664973055,-0.0296030154213363,-0.0298013064862395,-0.0298013722182883
0.669449081803005,-0.0296917022906257,-0.0291214843420461,-0.0295004275788389,-0.029691586486898,-0.0296917022891987
0.671118530884808,-0.0295830385685394,-0.0288904754299978,-0.0293992944753689,-0.0295828736100727,-0.0295830385674248
0.672787979966611,-0.0294753721705813,-0.0286609141183932,-0.0292995902818962,-0.0294751593711696,-0.029475372169813
0.674457429048414,-0.0293686943182859,-0.0284328745537068,-0.0292012883126144,-0.0293684353798834,-0.0293686943178874
0.676126878130217,-0.02926299633661,-0.0282064306232719,-0.0291043610626172,-0.0292626933358349,-0.0292629963365938
0.67779632721202,-0.0291582696526932,-0.0279816559072358,-0.0290087802475237,-0.0291579250243321,-0.02915826965306
0.6794657762938231,-0.0290545057946347,-0.0277586236308763,-0.0289145168449659,-0.0290541223122773,-0.0290545057953738
0.6811352253756261,-0.0289516963902869,-0.0275374066173011,-0.0288215411378482,-0.0289512771442438,-0.0289516963913761
0.6828046744574291,-0.0288498331660644,-0.0273180772405541,-0.0287298227592849,-0.0288493815387428,-0.0288498331674712
0.6844741235392321,-0.0287489079457698,-0.0271007073791509,-0.0286393307391176,-0.0287484275847001,-0.0287489079474517
0.6861435726210351,-0.0286489126494342,-0.0268853683700647,-0.0285500335519143,-0.0286484074381623,-0.0286489126513407
0.6878130217028381,-0.0285498392921745,-0.0266721309631859,-0.0284618991663455,-0.0285493133192474,-0.028549839294248
0.6894824707846411,-0.0284516799830647,-0.0264610652762754,-0.0283748950958319,-0.0284511375093561,-0.0284516799852426
0.6911519198664441,-0.028354426924023,-0.0262522407504345,-0.028288988450357,-0.0283538723486556,-0.0283544269262395
